Sigma,dataset,TP,FP,FN,precision,recall,avg_pre_processing_time,avg_classification_time,avg_total_time,avg_level_weights,std_level_weights
21,caltech,0.0022222222222222365,0.12222222222222223,-0.0022222222222222222,-0.04777756939234812,0.0022222222222222365,19009.711515623523,17.751651202645203,18.329930247229417,-1.422188118474591,10.31712520162482
21,yale,0.0,0.006060606060606061,0.0,-0.0060240963855421326,0.0,10395.55486513379,17.459662690216998,19.457171856872854,-0.963871439641551,6.217935819948243
21,orl,-0.0050000000000000044,0.0024999999999999996,0.0050000000000000044,-0.002680851063829759,-0.0050000000000000044,7894.117680475327,11.5031919071812,15.180851074405762,-0.4747538539632199,-1.0533511386712198
21,TotalFace,-0.00041678243956655425,0.005279244234509595,0.00041678243956655425,-0.004367373552333409,-0.00041678243956655425,12929.762274802699,24.97261924810792,26.170693783061953,-1.843772308854355,0.20600775404549537
21,NonFace,-0.02148227712137485,0.03329752953813109,0.0,0.0,-0.0239137064587559,12058.529035112226,22.56617971798854,24.13343636905638,6.374270322414585,2.8432581677416935
3,BioID,0.0,0.005259697567389865,0.0,-0.003940801209473488,0.0,2587.126527068557,40.07778824892563,40.44856936242146,0.606717045185134,0.2659201865987685
3,SoF,0.003005259203606392,-0.003756574004507879,-0.0030052592036063086,0.0035993934992117893,0.003005259203606392,2882.165217845558,28.946800291022214,29.153911638334,0.13983210283515365,0.3199024581801487
3,mit_cbcl,-0.0034999999999999476,0.0,0.003500000000000003,-7.951744271927907e-06,-0.0034999999999999476,959.0764036985427,-2.1016904728971166,-1.7756325745637451,-2.926510210475625,-0.18120230442881233
3,caltech,0.0022222222222222365,0.09999999999999998,-0.0022222222222222222,-0.03953725999619806,0.0022222222222222365,3843.032223282997,18.929416137656187,19.045854806097704,-0.8954378274568726,9.105991004597568
3,yale,0.0,0.006060606060606061,0.0,-0.0060240963855421326,0.0,1650.4785242131597,13.869336128675581,14.18434016281298,-0.7780863940830117,3.9257072225806606
3,orl,-0.0025000000000000577,-0.0025,0.0025000000000000022,0.0026453521447263872,-0.0025000000000000577,1050.2244692965355,8.722914840513972,9.208830743794413,-0.16583267820558528,0.07800129615176532
3,TotalFace,0.0001389274798555551,0.005973881633787176,-0.00013892747985551346,-0.004850534275769203,0.0001389274798555551,2354.4173157637015,25.609701987326282,25.825907378761837,-0.8441601652955879,0.10797907447724013
3,NonFace,-0.023630504833512256,0.03222341568206227,0.0,0.0,-0.024209879897921893,1843.1564333612735,23.038174095078503,23.275179848738365,10.356015977386692,5.53904092135845
